"time_period","scalar_lvst_carrying_capacity","TransformationName","pij_lndu_grasslands_to_croplands","pij_lndu_grasslands_to_forests_mangroves","pij_lndu_grasslands_to_forests_primary","pij_lndu_grasslands_to_forests_secondary","pij_lndu_grasslands_to_grasslands","pij_lndu_grasslands_to_other","pij_lndu_grasslands_to_settlements","pij_lndu_grasslands_to_wetlands","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_croplands","Nation"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"panama"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"panama"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"panama"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"panama"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"panama"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"panama"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"panama"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"panama"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"panama"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"panama"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"panama"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"panama"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"panama"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"panama"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"panama"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"panama"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"panama"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"panama"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"panama"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"panama"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"panama"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"panama"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"panama"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"panama"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"panama"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"panama"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"panama"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"paraguay"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"paraguay"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"paraguay"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"paraguay"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"paraguay"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"paraguay"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"paraguay"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"paraguay"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"paraguay"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"paraguay"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"paraguay"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"paraguay"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"paraguay"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"paraguay"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"paraguay"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"paraguay"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"paraguay"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"paraguay"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"paraguay"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"paraguay"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"paraguay"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"paraguay"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"paraguay"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"paraguay"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"paraguay"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"paraguay"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"paraguay"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"paraguay"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"peru"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"peru"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"peru"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"peru"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"peru"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"peru"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"peru"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"peru"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"peru"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"peru"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"peru"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"peru"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"peru"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"peru"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"peru"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"peru"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"peru"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"peru"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"peru"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"peru"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"peru"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"peru"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"peru"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"peru"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"peru"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"peru"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"peru"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"peru"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"suriname"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"suriname"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"suriname"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"suriname"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"suriname"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"suriname"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"suriname"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"suriname"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"suriname"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"suriname"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"suriname"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"suriname"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"suriname"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"suriname"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"suriname"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"suriname"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"suriname"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"suriname"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"suriname"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"suriname"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"suriname"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"suriname"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"suriname"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"suriname"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"suriname"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"suriname"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"suriname"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"suriname"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"trinidad_and_tobago"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"trinidad_and_tobago"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"trinidad_and_tobago"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"trinidad_and_tobago"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"trinidad_and_tobago"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"trinidad_and_tobago"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"trinidad_and_tobago"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"trinidad_and_tobago"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"trinidad_and_tobago"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"trinidad_and_tobago"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"trinidad_and_tobago"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"trinidad_and_tobago"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"trinidad_and_tobago"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"trinidad_and_tobago"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"trinidad_and_tobago"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"trinidad_and_tobago"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"trinidad_and_tobago"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"trinidad_and_tobago"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"trinidad_and_tobago"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"trinidad_and_tobago"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"trinidad_and_tobago"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"trinidad_and_tobago"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"trinidad_and_tobago"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"trinidad_and_tobago"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"trinidad_and_tobago"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"trinidad_and_tobago"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"trinidad_and_tobago"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"uruguay"
