"time_period","pij_lndu_croplands_to_croplands","pij_lndu_croplands_to_forests_secondary","TransformationName","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","pij_lndu_croplands_to_grasslands","Nation"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"mexico"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"mexico"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"mexico"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"mexico"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"mexico"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"mexico"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"mexico"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"mexico"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"mexico"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"mexico"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"mexico"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"mexico"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"mexico"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"mexico"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"mexico"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"mexico"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"mexico"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"mexico"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"mexico"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"mexico"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"mexico"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"mexico"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"nicaragua"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"nicaragua"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"nicaragua"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"nicaragua"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"nicaragua"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"nicaragua"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"nicaragua"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"nicaragua"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"nicaragua"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"nicaragua"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"nicaragua"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"nicaragua"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"nicaragua"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"nicaragua"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"nicaragua"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"nicaragua"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"nicaragua"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"nicaragua"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"nicaragua"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"nicaragua"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"nicaragua"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"nicaragua"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"nicaragua"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"nicaragua"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"nicaragua"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"nicaragua"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"nicaragua"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"nicaragua"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"panama"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"panama"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"panama"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"panama"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"panama"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"panama"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"panama"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"panama"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"panama"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"panama"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"panama"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"panama"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"panama"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"panama"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"panama"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"panama"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"panama"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"panama"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"panama"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"panama"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"panama"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"panama"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"panama"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"panama"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"panama"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"panama"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"panama"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"panama"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"paraguay"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"paraguay"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"paraguay"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"paraguay"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"paraguay"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"paraguay"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"paraguay"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"paraguay"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"paraguay"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"paraguay"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"paraguay"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"paraguay"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"paraguay"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"paraguay"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"paraguay"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"paraguay"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"paraguay"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"paraguay"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"paraguay"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"paraguay"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"paraguay"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"paraguay"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"paraguay"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"paraguay"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"paraguay"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"paraguay"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"paraguay"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"paraguay"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"peru"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"peru"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"peru"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"peru"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"peru"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"peru"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"peru"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"peru"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"peru"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"peru"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"peru"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"peru"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"peru"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"peru"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"peru"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"peru"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"peru"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"peru"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"peru"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"peru"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"peru"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"peru"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"peru"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"peru"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"peru"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"peru"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"peru"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"peru"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"suriname"
